id,Priority,SR start date/time,Service Category,Service Comments
43,03-Routine,2022-04-14 14:32:00,Grounds and landscaping,"TREE CUTTING Problem is not listed to request work order. The Cedar Tree close to my house branches split in the ice storm and needs to be cut. The tree company manger EZ inspected today and agreed the limb needed to be cut. For records he photographed, told me to submit a work order and they`ll cut it Monday if scheduled. He said not to saw myself, attempt to saw, don`t touch, or go under."
2386,03-Routine,2022-07-31 06:34:00,Common Areas,Downstairs bathtub faucet has slow drip.
624,01-Emergency,2022-08-07 16:49:00,Environmental Concerns,condensation forming out of all of the kitchen air vents. issue is isolated to the kitchen area only.
2622,02-Urgent,2022-07-19 21:56:00,Plumbing and bath,Kitchen sink underneath leak
1419,01-Emergency,2022-08-08 14:01:00,Heating and cooling,Water inside hvac
6383,03-Routine,2022-09-22 11:09:00,Windows,"When maintenance changed all the blinds to ""cordless"" the blinds in the master bedroom closet were overlooked. I'd like for them to be changed please"
4651,01-Emergency,2022-05-20 06:26:00,Doors and locks,Key does not work in front door.
2365,01-Emergency,2022-07-19 19:12:00,Safety equipment,Smoke/CO detector is chirping at 5 chirps per interval per minute.
5582,02-Urgent,2022-10-04 14:34:00,Heating and cooling,The heater is not turning on/ heating the house
5555,02-Urgent,2022-10-17 18:52:00,Plumbing and bath,Shut off valve still leaking underneath upstairs hall bath.
320,03-Routine,2022-04-18 19:50:00,LHS Inspections,The freezer keeps frosting and the door is fully closed. Did see that there was a hole made in the back of the freezer to possibly get cold air into the fridge?
2734,03-Routine,2022-07-06 13:18:00,Pest Control,There is a nest in dryer conducts. Tree branches are too big and need to be trimmed.
5908,01-Emergency,2022-10-28 20:17:00,Plumbing and bath,Sounds like a water leak in the main bathroom wall. Shower smells of mold yet there is no visible mold to be seen. Possibly behind the wall or drain.
1542,02-Urgent,2022-02-01 17:08:00,Heating and cooling,We have AC- cold air coming out of all the vents in the house. We can`t shut it off and if we select heater cold air still comes out. The entire house is freezing
5845,03-Routine,2022-10-18 10:27:00,Building exterior,"Again, no category for porch. Front porch was never cleaned or power washed prior to move in. This is yet another maintenance request that was not passed along from previous manager. Front porch needs to be power washed. Previous residents left sticky candy and debris all over porch. I had to get a razor blade to get some up, but there is still a lot there."
5766,02-Urgent,2022-10-10 15:15:00,Doors and locks,Garage door won`t close
6413,02-Urgent,2022-09-15 18:37:00,Doors and locks,The garage door is not closing all the way down. It is getting stuck because the cable that pulls the door from the left side came off.
3209,03-Routine,2022-06-01 18:44:00,Electrical and lighting,"Replaced light bulbs in garage, but they still do not work, suspect wiring issue."
2122,01-Emergency,2022-01-03 20:12:00,Safety equipment,Smoke detector battery alarm going off.
2236,01-Emergency,2022-01-26 07:14:00,Doors and locks,Man-door lock of garage needs new batteries.
1976,02-Urgent,2022-01-19 13:36:00,Plumbing and bath,The disposal appears to be leaking on the cabinet floor.
292,02-Urgent,2022-04-19 19:51:00,Plumbing and bath,Sporadically not working for over a week. Water heater may be going put and needs replacement.
1864,03-Routine,2022-02-03 16:12:00,Appliance,refrigerator not producing ice.
2456,01-Emergency,2022-07-17 21:27:00,Heating and cooling,A/C is not working
4339,01-Emergency,2022-05-02 16:02:00,Plumbing and bath,Leak at door after water was turned on
1043,03-Routine,2022-08-05 12:23:00,General,Need a new filter to change it out please
4390,02-Urgent,2022-05-04 17:36:00,Plumbing and bath,Water is dripping from sink constantly
2100,03-Routine,2022-01-28 16:23:00,Electrical and lighting,The internet provider for our neighbor two doors down cut our cable line and we do not have internet. This happened at 9am today.
6332,01-Emergency,2022-09-20 22:08:00,Doors and locks,Please replace. This battery is dying way too often for it to be a battery issue.
1063,01-Emergency,2022-08-17 13:58:00,Doors and locks,Door will not stay closed and also our keys don`t work to it.
4211,01-Emergency,2022-03-23 05:57:00,Doors and locks,Front exterior side door handle broke off.
956,01-Emergency,2022-08-29 15:37:00,Heating and cooling,"Meat was installed about an hour ago but it does not work. Will not allow me to move past ""Nest App"" as directed on instructions. Says low battery."
2690,01-Emergency,2022-07-14 08:27:00,Environmental Concerns,Our house flooded(1st floor) on 02 July 2022 by the neighbors water heater. Third party contractors inspected and found moisture in the walls. Requesting the walls to be cut and replaced to avoid mold. Requesting for our oven to be removed and assess for water damage or moisture. Requesting the sheet rock in the water heater room be removed and replaced due to water damage.
3690,02-Urgent,2022-06-20 13:43:00,Environmental Concerns,Soft spot on wall next to upstairs tub. Gap between caulk and sheet rock.
6202,03-Routine,2022-09-04 12:24:00,Windows,"Back screen door top and bottom have become separated, request they be fixed please."
4708,03-Routine,2022-05-06 16:11:00,Electrical and lighting,THE REMOTE THAT GOES IN THE VEHICLES IS NOT WORKING. CHANGED TH BATTERIES TWICE AND STILL NOTHING.
4350,01-Emergency,2022-05-21 11:53:00,Heating and cooling,5/23 Resident submitted through the portal. Resident states AC is broken since yesterday evening. Resident can hear air blowing no cold air coming out.
4212,03-Routine,2022-03-12 11:27:00,Electrical and lighting,light bulb replaced primary bedroom
5127,01-Emergency,2022-05-15 07:50:00,Plumbing and bath,5/16 Resident submitted through the portal. Resident states resident can hear a water dripping but can`t see any water. Can hear it from the water heater closet. Several times a day. There are puddle of water.
2060,03-Routine,2022-01-15 16:42:00,Common Areas,The red cup like swing at the new playground at Rossell Village is broken. Very dangerous.
689,02-Urgent,2022-08-03 18:41:00,Plumbing and bath,Toilet is backed up. Not flushing properly.
4719,03-Routine,2022-05-02 12:40:00,Flooring,"The carpet at the bottom of the steps has been loose since we moved in. It is now completely detached and when lifted, nails and staples are exposed. As we have an infant who is now crawling and getting into everything, this is a safety concern."
2215,03-Routine,2022-01-25 09:17:00,Pest Control,follow up
4237,01-Emergency,2022-03-21 08:00:00,Doors and locks,The locking mechanism to the door leading to the back yard has come out. Also the screw hols which hold the locking mechanism in pace are worn out and do not hold the lock in place. Please replace the door handle or door. Thank you for your time and consideration.
719,03-Routine,2022-08-25 05:29:00,Pest Control,Please inspect and cover all exterior vents to prevent entry from bugs birds mice etc. The interior vents in the home are not secured properly and I`d like to prevent anything that doesn`t belong in my home from entering. My child has asthma and I don`t want something to die in the walls and trigger her.
936,02-Urgent,2022-08-29 15:25:00,Appliance,"9/1 Resident stated that their appt was missed yesterday and a tech needed to be dispatched back out LT Oven caught fire, heating coil is inoperable."
6387,02-Urgent,2022-09-16 19:35:00,Electrical and lighting,Back patio outlet cover broken. Request replacement
6143,01-Emergency,2022-09-26 10:21:00,Heating and cooling,AC isn`t working.
1529,03-Routine,2022-02-10 11:41:00,Windows,there is a hole in the screen so we cannot open the window without possibly have bugs come in the house
3972,01-Emergency,2022-03-15 01:44:00,Doors and locks,Front door lock is inoperable. Equipment has failed three times in a month. Batteries have been replaced multiple times. Requesting a standard lock replacement for front door and garage door.
4659,02-Urgent,2022-05-13 09:40:00,Heating and cooling,Heat doesn`t heat and AC doesn`t cool. Original work order is missing. Initially entered ticket last week.
1871,02-Urgent,2022-01-12 11:32:00,Plumbing and bath,There is a slow drip from one of the pipe tubing in the basement that has accumulated standing water.
4033,03-Routine,2022-03-06 13:38:00,Heating and cooling,Turned on AC and it went on then heard a noise and saw a electrical surge in lights and now it will not turn on. In the power box it`s sitting in the middle. I can turn it to off but when I switch it back on it just pops back to the middle.
5310,03-Routine,2022-05-20 11:16:00,Grounds and landscaping,No option available for tree removal. Second request on call-in ticket. Tree infrint of house is hollow and needs to be removed. Treeis 70 feet tall and could fall onto the house in next storm
4241,01-Emergency,2022-03-03 13:43:00,Doors and locks,Door from backyard into garage will not latch when closed so it won`t stay closed. This is the 3rd service request I`ve placed for this issue.
1816,01-Emergency,2022-02-17 10:45:00,General,There is mold covering our ceiling. We`ve tried to mediate as much as possible with our removal but it has continued and grown worse.
3349,03-Routine,2022-06-07 09:17:00,Plumbing and bath,The plug for the faucet drain is broken/missing. Need replaced
2095,01-Emergency,2022-01-24 08:07:00,Environmental Concerns,There is black and red mold in the joints of several windows on the first floor.
298,03-Routine,2022-04-26 17:16:00,Plumbing and bath,Water pressure is low
6265,01-Emergency,2022-09-04 21:43:00,Environmental Concerns,Water leaking in wall causing bubbling and cracking of paint by tub. Mold visible in bubbling under paint.
4565,01-Emergency,2022-05-23 08:04:00,Electrical and lighting,"Downstairs bedroom has no power. Outlets, fan or lights."
1743,03-Routine,2022-02-27 19:35:00,Plumbing and bath,The first faucet in the master bath is dripping.
4285,03-Routine,2022-03-01 12:34:00,Pest Control,Squirrels in the ceiling of the master bedroom
5903,02-Urgent,2022-10-12 09:55:00,Environmental Concerns,Suspected mold in HVAC and master bathroom
213,02-Urgent,2022-04-27 00:05:00,Heating and cooling,We aren`t sure exactly how to work the thermostat. We have emailed contacts at the residence office about getting a manual or help but haven`t heard back. We aren`t able to set the Nest thermostats to the temps we want. Any help is appreciated!
4715,03-Routine,2022-05-21 17:32:00,Plumbing and bath,Both hose spigots in front and rear of home are not working.
3632,02-Urgent,2022-06-16 22:31:00,Heating and cooling,AC works downstairs but not upstairs. Neither of the thermostats reflects an accurate temperature.
2335,03-Routine,2022-01-11 11:46:00,Heating and cooling,Please leave at door: (4) 14x14 air filters. Thank you.
5083,02-Urgent,2022-05-01 15:37:00,Heating and cooling,The heat does not turn on
5080,03-Routine,2022-05-27 13:13:00,Plumbing and bath,My sinks in the bathroom as well as the kitchen sink
5894,01-Emergency,2022-10-17 05:33:00,Appliance,The refrigerator has become much more nosiy in the last week or so. It is kind of a suddle ratling noise that comes from the upper part of the unit and has increased slowly/steadily. Can you come and check it? This is the original house unit (2008) and may be starting to go bad.
5504,01-Emergency,2022-10-06 09:06:00,Plumbing and bath,No hot water again. Maintenance did a quick fix at 11pm last night and now the hot water is out again.
3822,03-Routine,2022-03-06 15:08:00,Pest Control,"Need treatment for ants, inside and outside (not in bedrooms)"
1453,01-Emergency,2022-08-17 15:18:00,Moisture Issues,"The ceiling shows some bubbling, possibly from a water leak."
2369,03-Routine,2022-07-19 20:11:00,Appliance,The dishwasher is making a loud screeching sound. Started 19Jul22 at 1930
4397,02-Urgent,2022-05-23 16:37:00,Appliance,5/23 Resident submitted through the portal. Resident states sink is leaking when the hot water valve is on. DW line has water damage.
4563,01-Emergency,2022-05-20 22:32:00,Heating and cooling,5/23 Resident submitted through the portal. Resident states thermostat is not working. Air on the thermostat turns on but not blowing cool air.
2903,02-Urgent,2022-07-03 16:45:00,Appliance,"Ever since it`s been ""fixed"" it is not cleaning well at all. Even multiple runs don`t clean the dishes"
2049,03-Routine,2022-01-18 06:03:00,General,Flag pole mount on front patio column next to handrail - screws pulled out of column. Mount needs to be reattached and/or replaced.
4683,01-Emergency,2022-05-15 10:21:00,Heating and cooling,5/16 Resident submitted through the portal. Resident states called weeks ag about the ac unit that is leaking. It`s happening again. Water leaking from the upstairs unit and going to the AC.
5701,03-Routine,2022-10-24 11:35:00,Building exterior,Shingles missing from roof
3981,03-Routine,2022-03-05 20:24:00,Flooring,Grout is coming up in the kitchen. Dog has been chewing on it.
1635,02-Urgent,2022-02-20 09:05:00,Heating and cooling,No hot air coming from ventilation
21,02-Urgent,2022-04-24 17:06:00,Heating and cooling,AC is not working
6037,02-Urgent,2022-09-22 20:29:00,Plumbing and bath,Small kitchen sink is leaking.
6512,03-Routine,2022-09-07 07:10:00,Doors and locks,Our garage door clickers are not working I put in fresh batteries and it still does not work I have to walk to the side of the house for the garage door to open.
3030,01-Emergency,2022-07-31 07:56:00,General,Paint is chipping at the doorway of the kitchen and in the master closet.
5688,03-Routine,2022-10-23 21:09:00,Windows,"Vendors already taken over home, resident was in the process of moving out Start 10:10am -10:25am"
2614,02-Urgent,2022-07-14 11:24:00,Plumbing and bath,"Maintenance did come out and clean a filter and said that would correct the problem but the water will not stay hot for more than a couple minutes. Not enough hot water for a load of laundry, a machine full of dishes, or a normal length shower"
4875,02-Urgent,2022-05-05 20:14:00,Heating and cooling,The AC runs all day. Not cooling. Not dropping temperature.
5889,02-Urgent,2022-10-04 16:21:00,Environmental Concerns,Underneath the shower wall there is black stuff coming out. It also appears around the tub faucets. It also looks like mold too.
5469,03-Routine,2022-10-20 20:12:00,Appliance,"Put in previous ticket that DW does not work. Told it was fixed, DW has yet to work and nothing was done to it. The DW does not have any pressure in the sprayer. This is at least 5 times the DW has been repaired since moving in."
5604,02-Urgent,2022-10-19 07:55:00,Doors and locks,Front Door Lock doesn`t work. It needs a new battery to operate. Resident be home in 45 minutes
5859,03-Routine,2022-10-15 15:29:00,General,"Need replacement air filter, maintenance brought wrong size, need 14x14x1"
6226,01-Emergency,2022-09-09 08:58:00,Doors and locks,"The front door lock is flashing red. The side door look does not work. I`m worried if the front door lock stops working, I won`t be able to lock my house."
4779,01-Emergency,2022-05-18 15:13:00,Heating and cooling,AC on the main floor cooling system no longer works. The temperature does not drop regardless what is set on NEST.
5561,01-Emergency,2022-10-06 12:44:00,Safety equipment,"Detector in living room (there are two and I can`t tell which one) continues to intermittently beep 3 times (means some sort of ""malfunction chirp"" according to manufacturer website). This is the third time the units have been swapped out, but the intermittent chirping continues. Possible wiring/electrical issue."
585,02-Urgent,2022-04-08 17:32:00,Plumbing and bath,Half bath downstairs has water coming up from floor.
2922,03-Routine,2022-07-30 11:19:00,Common Areas,The tunnel slide on the large Island playground has a large crack.
4559,01-Emergency,2022-05-20 18:46:00,Heating and cooling,5/23 Resident submitted through the portal. Resident states the AC unit outside was screeching quite loud. the whole unit itself is hot that resident had to turn it off. No AC not turning on.
5991,01-Emergency,2022-09-06 11:39:00,Heating and cooling,AC line is freezing over. House cannot cool down. Please note this is for 10100 Forney loop.
1364,01-Emergency,2022-08-29 14:42:00,Doors and locks,"Front door lock doesn`t work, doesn`t register that keys are inserted."
6224,03-Routine,2022-09-27 15:26:00,General,I`ve called to ask a private contractor to be located for equipment left behind. And the guy said he would make note and literally gave me the same number i called to get a phone number of the contractor. I`m leaving the equipment outside cause it`s been over 20 days in my possession and when they said they would pick it up.
1143,02-Urgent,2022-08-16 14:14:00,Plumbing and bath,Kitchen disposal/kitchen sink pipe slowly leaking underneath sink.
1931,03-Routine,2022-01-25 17:40:00,Appliance,Dishwasher is not working.
5257,02-Urgent,2022-05-30 16:32:00,Appliance,Range is displaying an F4 code and is unusable.
2411,03-Routine,2022-07-28 17:07:00,Doors and locks,Large garage door starts to close but then reverses and goes back up.
2412,02-Urgent,2022-07-14 16:42:00,Plumbing and bath,Water doesn`t stay hot long errors out
3696,01-Emergency,2022-06-16 15:08:00,Safety equipment,"The unit beeps a quick 5 times every 40 seconds. We have trouble shooted and replaced with a new battery. It stopped for a day and now has started back up again. When looking at the manual online for detector/brand, the beep pattern states that the whole unit is defective and needs to be replaced. Please get this done fast as this is a health concern with the detector not working properly."
4167,03-Routine,2022-03-03 15:07:00,Doors and locks,The back door to the garage is not staying shut. The handle needs to be replaced.
1593,02-Urgent,2022-02-15 11:27:00,Heating and cooling,Water splashing out of water catch onto floor and door when heater kicks on. Water pooling under HVAC unit inside house. Have photos and video of problem. Heater taking a long time to kick on when heat turned up. Sounds like it is working hard to turn on.
1421,02-Urgent,2022-08-29 19:48:00,Plumbing and bath,"Upstairs hallway bathroom, the sink is leaking into the cabinet below. The faucet is also extremely hard to turn on and turn to hot and cold water."
2801,03-Routine,2022-07-26 08:42:00,General,Closet rods fell; please repair with something that does not break
5193,01-Emergency,2022-05-22 17:58:00,Electrical and lighting,5/23 Resident submitted through the portal. Resident states no power.
630,03-Routine,2022-08-28 21:40:00,Plumbing and bath,Bath faucet drops when shower is on taking away water pressure. Upstairs guest bath.
348,02-Urgent,2022-04-13 19:21:00,Heating and cooling,Roughly half the time the AC blows hot air when it is supposed to blow cold air.
2375,01-Emergency,2022-07-21 10:34:00,Safety equipment,Continuous beeping of downstairs and upstairs detectors
4008,02-Urgent,2022-03-01 06:18:00,Heating and cooling,The main floor thermostat is reading: Problem with furnace/boiler heating. It is chilly in the house 67 degrees and dropping.
5558,02-Urgent,2022-10-21 12:29:00,Appliance,Resident stated that there is a burning smell coming from the DW
266,03-Routine,2022-04-13 11:25:00,General,"The whole exterior deck is splintering, all hand rails causing injury just from touching. Nails are sticking up all over the decking too."
6369,03-Routine,2022-09-07 07:27:00,Plumbing and bath,Tub is clogged upstairs.
4666,01-Emergency,2022-05-22 18:01:00,Electrical and lighting,5/23 Resident submitted through the portal. Resident states no power. Some unit also don`t have power.
1277,03-Routine,2022-08-24 19:56:00,Heating and cooling,Request change HVAC filter(s).
2685,02-Urgent,2022-07-20 15:04:00,Heating and cooling,The air conditioner sounds as if there is something stuck in a fan. It is also so loud that my family has to yell across the house to hear each other.
575,03-Routine,2022-04-15 16:38:00,Plumbing and bath,The garbage disposal will back up with water and will not turn on now. I have hit the reset button and unplugged it.
754,03-Routine,2022-08-15 22:42:00,Doors and locks,"The wood to the side of the door in the garage needs repairing. Everytime it rains, the garage still continues to flood, the severity depends on the severity of the rain. Please look at the pictures for review. My wife has pictures of the areas that need to be repaired. If feasible, please have the spot water tested prior to closing out the ticket. My wife has pictures of the areas that need to be repaired. please have the spot water tested prior to closing out the ticket. PTE."
2373,01-Emergency,2022-07-11 09:05:00,Doors and locks,Our front door lock is very hard to lock/unlock with the key. It takes at least 10 times every time and it very annoying in the rain. The batteries have been changed and this did not help. Our garage door is not like this at all. We need a new lock please. Thank you.
4614,03-Routine,2022-05-25 14:13:00,Doors and locks,"Door sticks/hard to close. Issue is year-round, but worse when door swells from higher humidity."
4675,03-Routine,2022-05-23 10:29:00,General,"Back door to house, the wood below the door has come away."
2988,03-Routine,2022-07-25 16:35:00,Windows,Small bedroom blind broken we final out on the 26th
4755,01-Emergency,2022-05-13 09:39:00,Heating and cooling,Thermostat is not responding. Not online either. Unable to see the temperature in home or change temperature.
784,01-Emergency,2022-08-28 07:46:00,Heating and cooling,"Community Center informed us upon move in that we would be getting upgraded to the Nest thermostat, but we have yet to receive. Requesting to have that installed for more efficient energy usage and control."
2022,01-Emergency,2022-01-06 06:44:00,Safety equipment,Had 5 failures in 3 years. Need the wiring to be checked by an electrician.
5921,03-Routine,2022-10-23 21:12:00,General,"I fixed the broken drawer, all ok and working Start 10:20am-11am"
1969,01-Emergency,2022-01-12 12:04:00,Environmental Concerns,"URGENT - Lead test kit revealed peeling lead based paint throughout house. I submitted a request MONTHS ago that was closed without resolution. Please get a company out to test ALL wood trim and hinges throughout house, this is a major hazard. Every hinge in the house has been painted over, and the hinges are testing positive for lead."
1824,01-Emergency,2022-02-07 18:45:00,Safety equipment,Smoke/CO detector inop. Chirps 4X per min. Interpreted as end of equipment life.
4077,01-Emergency,2022-03-19 09:50:00,Electrical and lighting,The light in the downstairs bathroom is hanging from the wall. It seems like the adhesive that was use to keep it mounted to the wall needs to be replaced.
4530,01-Emergency,2022-05-17 17:52:00,Safety equipment,5/18 Resident submitted through the portal. Resident states the hallway smoke detector is beeping/
3501,02-Urgent,2022-06-17 20:52:00,Moisture Issues,Mounted tv in living area water leaks from walls from above bathroom
2902,01-Emergency,2022-07-19 21:15:00,Heating and cooling,7/20 Resident submitted through the web.
3832,03-Routine,2022-03-16 12:37:00,Flooring,There is water coming up between two planks next to the fernace/waterheater closet. IT seems to be a slow leak of some kind.
5933,03-Routine,2022-09-20 19:47:00,Appliance,"dual burner is missing the small or big button it broke and fell down. also sink faucet dual option stop working properly, and one of the drawer from the kitchen keeps breaking. the one next to the fridge"
3715,02-Urgent,2022-06-30 16:14:00,Doors and locks,Garage will not open at all.
1980,02-Urgent,2022-01-23 23:27:00,Heating and cooling,Booming sound coming from HVAC.
4707,01-Emergency,2022-05-17 17:38:00,Plumbing and bath,5/17 Resident submitted through the portal. Resident states no hot water. Hot water will not kick in. It`s on but not provide any hot water.
5657,03-Routine,2022-10-24 12:27:00,Grounds and landscaping,**** nothing wrong with any appliance **** Lock on back gate needs to be replaced. Third request It is unusable there is no way to open it from the outside and it has no bar to lock it.
6272,03-Routine,2022-09-18 09:10:00,Doors and locks,The front screen door won`t close all the way
3752,02-Urgent,2022-06-28 12:14:00,Doors and locks,The front and back screen doors have broken handles. Doors will not open/close properly.
6032,03-Routine,2022-09-14 10:00:00,Electrical and lighting,Also power is not working in one of the upstairs bedrooms
6285,03-Routine,2022-09-16 08:51:00,Building exterior,This is not a trim board problem but there was no logical choice under Patio/Balconey to input this request. While walking on my back yard deck part of the floor gave way on my and there is now a hole in the middle of the deck. The wood was rotting away and this hole now present a legitimate safety concern.
1324,01-Emergency,2022-08-08 21:25:00,Grounds and landscaping,Backyard - tree limb half fell and needs removal.
4061,01-Emergency,2022-03-06 10:47:00,Doors and locks,"Battery dead, door handle hard to turn."
5913,02-Urgent,2022-10-18 09:51:00,Flooring,We NEED the hole fixed on the patio that we put in the request for over a month ago. I put off one social event due to safety concerns for it & I have a birthday party at the end of the month I`d like to use my balcony for for activities for the kids. It`s ridiculous we requested this last year knowing the wood was weak & all you did last year was nail them down tighter and now we have a hole in the middle of the deck with no follow up. For what we pay a month & we`re not able to safety use our deck.
736,01-Emergency,2022-08-08 08:21:00,Doors and locks,Door lock is not working with key. I cannot lock/unlock my door from the outside.
2101,03-Routine,2022-01-08 09:05:00,Plumbing and bath,Garbage disposal does not turn on.
3183,02-Urgent,2022-06-06 11:09:00,Heating and cooling,Resident stated that their breaker out back isn`t working and after their A/C replacement the A/C isn`t working.
509,01-Emergency,2022-04-30 12:56:00,Building exterior,5/2 Resident submitted through web. Resident states the stair railing outside the porch fell lover. It`s rusted.
6078,02-Urgent,2022-09-04 12:23:00,Appliance,Black sludge puddling up on the back side of refrigerator. Request replacement as cleaning is only a bandaid solution to the problem of puddling water.
853,01-Emergency,2022-08-22 12:58:00,Environmental Concerns,8/22 Left resident a VM LT Base boards in the downstairs bathroom has mold by the toilet
3150,01-Emergency,2022-06-15 18:10:00,Safety equipment,UPSTAIRS hallway detector still beeping. Received text and emails saying job was complete.
4501,02-Urgent,2022-05-06 12:18:00,Plumbing and bath,"Outside faucet burst Monday. The pipe was replaced on Tuesday, but water is still under the tiles"
5788,02-Urgent,2022-10-05 19:32:00,Plumbing and bath,Same toilet that was seen last week on Fri 9/30/22 is still not working and tonight just overflowed when not being used. Needs to be repaired
443,01-Emergency,2022-04-26 12:16:00,Safety equipment,"Hi, 2x CO Detectors on 2nd floor and main floor in hallway beep everyday. We changed batteries last 2 weeks and reset daily as when the alarm beeps. That never fixed the issue permanently. Please help!"
6192,02-Urgent,2022-09-08 15:04:00,Appliance,Refrigerator does not get cold. The freezer freezes then it gets warm and everything melts.
1274,02-Urgent,2022-08-16 16:31:00,Doors and locks,Front door lock is extremely difficult to open. Lock will not completely unlock and door will jam unless force is applied to open.
1452,01-Emergency,2022-08-15 17:42:00,Appliance,Resident stated that it only smells like gas when she cooks
4997,01-Emergency,2022-05-17 03:56:00,Electrical and lighting,5/17 Resident submitted through the portal. Resident states there is no power in the entire unit.
2119,02-Urgent,2022-01-20 11:05:00,Heating and cooling,Thermostat would not turn on after a power surge. We currently have no heater upstairs.
6119,01-Emergency,2022-09-05 20:22:00,Environmental Concerns,"Bathroom sink was leaking for over a month and cabinet was soaked in water. Moisture concern, bottom/floor board needs to be cut out and replaced. Thanks"
4728,03-Routine,2022-05-20 13:25:00,Flooring,Wood strip along the wall came up. Needs to be reattached.
1697,01-Emergency,2022-02-17 11:24:00,Environmental Concerns,"Ceiling cracking, possibly wet spots?"
5743,02-Urgent,2022-10-21 08:09:00,Heating and cooling,We have the house set to 72 but it is at 64. The unit is also abnormally loud (has been since we moved in). Would love to have it checked out. Replaced pressure switch
2757,02-Urgent,2022-07-02 13:15:00,Heating and cooling,AC has not gone below 82 inside.
1401,02-Urgent,2022-08-04 09:58:00,Appliance,"Needs replaced. Does not keep cold. Note: Fridge has been attempted to be repaired and still continues to have issues, requesting to be replaced."
776,03-Routine,2022-08-19 07:31:00,Windows,Master Bedroom Window not leveled won't lock.
6242,02-Urgent,2022-09-16 11:52:00,Plumbing and bath,Kitchen sink is leaking into the cabinet below.
3674,02-Urgent,2022-06-15 16:28:00,Doors and locks,Door will not lock
4959,02-Urgent,2022-05-01 20:38:00,Electrical and lighting,5/2 Resident submitted through web. Resident states the freezer outlet is the attached garage is out again.
484,01-Emergency,2022-04-05 09:54:00,Doors and locks,no digital locks working
5883,03-Routine,2022-10-03 20:24:00,Appliance,Dishwasher is backing up water into the sink and flooding into cabinet when dishwasher is ran. This is the second time/service request for the same problem
5605,03-Routine,2022-10-31 12:30:00,Grounds and landscaping,"Backyard fence lock is broken. I attached loosed latch to fence, all working fine Start 1:30pm-2pm"
5626,02-Urgent,2022-10-14 17:37:00,Heating and cooling,The heater in the laundry room doesn't work.
542,03-Routine,2022-04-24 14:10:00,Windows,Blinds broken worker order submitted never fixed and deleted.
2860,01-Emergency,2022-07-12 15:27:00,Heating and cooling,Both upstairs and downstairs a/c is not cooling properly. A/c is set to 70 degrees and it runs between 74-78 degrees.
5015,01-Emergency,2022-05-13 19:17:00,Plumbing and bath,"Dishwasher is not draining, has dirty water rising in the bottom"
2572,02-Urgent,2022-07-07 19:01:00,Appliance,The garbage disposal is not working and the water is backed up into the sink.
6360,03-Routine,2022-09-21 14:37:00,Flooring,Chunk of flooring is missing in the downstairs bedroom
6066,02-Urgent,2022-09-21 14:30:00,Appliance,Ice maker is leaking replaced ice maker. Replaced ice maker
5219,01-Emergency,2022-05-03 19:54:00,Moisture Issues,5/4 Resident submitted through web. Drywall is soft and they found black water damage under the paint.
4939,02-Urgent,2022-05-11 18:26:00,Heating and cooling,"Air conditioner has been set to 68 since last night (5/10/2022) & it is currently (5/11/2022). Air conditioner still hasn`t matched thermostat temperature, thermostat is currently at 73 degrees inside of the house."
5317,03-Routine,2022-10-10 12:54:00,Appliance,"Backing up into sink, gurgling"
3499,03-Routine,2022-06-13 07:53:00,Appliance,Freezer has not closed properly since we have moved in consistently thaws food while inside. We have tried taping the door shut between use to keep frozen but should not have to do so. The metal along the frame of freezer is burning hot to the touch.
4275,01-Emergency,2022-03-20 18:54:00,Safety equipment,2 upstairs smoke detectors are doing the end of life beeps and will need to be replaced.
6305,03-Routine,2022-09-17 13:11:00,Flooring,"Brick step by trash cans loose outdoors, trip fall danger"
4113,03-Routine,2022-03-14 13:49:00,Plumbing and bath,Running after flushing/leaking
1306,01-Emergency,2022-08-23 07:15:00,Environmental Concerns,New brown stains on the ceiling - Could be water leaking in the attic.
1870,03-Routine,2022-02-27 14:06:00,Flooring,The floorboards are coming apart. I fell and hurt myself pretty badly!! This is ridiculous all of these things are just falling apart. I had back surgery and I can't chance falling again and to end up in the hospital.
3879,03-Routine,2022-03-18 18:28:00,Windows,Screen broken in bedroom to the right when you come upstairs.
5675,03-Routine,2022-10-20 16:20:00,General,The flag mount outside front door was pulled out by the wind and the holes are open to the environment. Request they be filled and flag mount replaced.
1853,03-Routine,2022-02-11 10:41:00,Plumbing and bath,Ice machine does not produce ice and when I turn it on it leak water under the fridge.
5442,01-Emergency,2022-10-13 16:39:00,Heating and cooling,Duplex Neighbors verified to have Mold within house venting system. Please inspect/clean ducts for mold.
6368,01-Emergency,2022-09-27 09:54:00,Environmental Concerns,The sink is not leaking but the fiberglass in the sink is starting to deteriorate next to the drain and it is causing mold in the cracks that I can not clean out. PTE
5486,03-Routine,2022-10-14 12:47:00,General,The seal on the counter around the sink is very old and has mostly come off. Needs to be redone.
6009,03-Routine,2022-09-19 09:02:00,Building exterior,"Requesting a power wash of the exterior of the house. All around the house exterior walls and windows. We have insects, spiders, spiderwebs, dirt."
6601,03-Routine,2022-09-24 16:14:00,Common Areas,There is a large metal pole sticking out of the ground in the back of Fairfax Village at a broken horseshoe pit. Please remove the metal or cover or repair the horseshoe pit. This is a big safety hazard to children
463,01-Emergency,2022-04-29 21:32:00,Heating and cooling,5/2 Resident submitted through web. Resident states thermostat is out. Completely out.
